index	captionID	pairID	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
1363	6630195863.jpg#3	6630195863.jpg#3r1e	( ( A ( young man ) ) ( ( is ( ( performing ( ( a jump ) ( on ( a skateboard ) ) ) ) ( while ( ( another ( young man ) ) ( photographs ( his stunt ) ) ) ) ) ) . ) )	( ( Two boys ) ( ( are ( skateboarding outside ) ) . ) )	(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ is) (VP (VBG performing) (NP (NP (DT a) (NN jump)) (PP (IN on) (NP (DT a) (NN skateboard)))) (SBAR (IN while) (S (NP (DT another) (JJ young) (NN man)) (VP (VBZ photographs) (NP (PRP$ his) (NN stunt))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS boys)) (VP (VBP are) (VP (VBG skateboarding) (ADVP (RB outside)))) (. .)))	A young man is performing a jump on a skateboard while another young man photographs his stunt.	Two boys are skateboarding outside.	entailment	entailment
1364	6630195863.jpg#3	6630195863.jpg#3r1n	( ( A ( young man ) ) ( ( is ( ( performing ( ( a jump ) ( on ( a skateboard ) ) ) ) ( while ( ( another ( young man ) ) ( photographs ( his stunt ) ) ) ) ) ) . ) )	( ( Two boys ) ( ( are ( taking ( ( skateboarding photographs ) ( for ( a magazine ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ is) (VP (VBG performing) (NP (NP (DT a) (NN jump)) (PP (IN on) (NP (DT a) (NN skateboard)))) (SBAR (IN while) (S (NP (DT another) (JJ young) (NN man)) (VP (VBZ photographs) (NP (PRP$ his) (NN stunt))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS boys)) (VP (VBP are) (VP (VBG taking) (NP (NP (JJ skateboarding) (NNS photographs)) (PP (IN for) (NP (DT a) (NN magazine)))))) (. .)))	A young man is performing a jump on a skateboard while another young man photographs his stunt.	Two boys are taking skateboarding photographs for a magazine.	neutral	neutral
1365	6630195863.jpg#3	6630195863.jpg#3r1c	( ( A ( young man ) ) ( ( is ( ( performing ( ( a jump ) ( on ( a skateboard ) ) ) ) ( while ( ( another ( young man ) ) ( photographs ( his stunt ) ) ) ) ) ) . ) )	( ( Two boys ) ( ( are ( ( riding bikes ) ( down ( the street ) ) ) ) . ) )	(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ is) (VP (VBG performing) (NP (NP (DT a) (NN jump)) (PP (IN on) (NP (DT a) (NN skateboard)))) (SBAR (IN while) (S (NP (DT another) (JJ young) (NN man)) (VP (VBZ photographs) (NP (PRP$ his) (NN stunt))))))) (. .)))	(ROOT (S (NP (CD Two) (NNS boys)) (VP (VBP are) (VP (VBG riding) (NP (NNS bikes)) (PP (IN down) (NP (DT the) (NN street))))) (. .)))	A young man is performing a jump on a skateboard while another young man photographs his stunt.	Two boys are riding bikes down the street.	contradiction	contradiction
1366	2282260240.jpg#0	2282260240.jpg#0r1e	( ( ( A ( young girl ) ) ( ( dancing ( in ( her socks ) ) ) ( on ( a ( wooden floor ) ) ) ) ) ( ( strewn ( with ( pink balloons ) ) ) . ) )	( ( A girl ) ( ( is ( enjoying herself ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (VP (VBG dancing) (PP (IN in) (NP (PRP$ her) (NNS socks))) (PP (IN on) (NP (DT a) (JJ wooden) (NN floor))))) (VP (VBN strewn) (PP (IN with) (NP (JJ pink) (NNS balloons)))) (. .)))	(ROOT (S (NP (DT A) (NN girl)) (VP (VBZ is) (VP (VBG enjoying) (NP (PRP herself)))) (. .)))	A young girl dancing in her socks on a wooden floor strewn with pink balloons.	A girl is enjoying herself.	entailment	entailment
1367	2282260240.jpg#0	2282260240.jpg#0r1n	( ( ( A ( young girl ) ) ( ( dancing ( in ( her socks ) ) ) ( on ( a ( wooden floor ) ) ) ) ) ( ( strewn ( with ( pink balloons ) ) ) . ) )	( ( The girl ) ( ( is ( celebrating ( by dancing ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (VP (VBG dancing) (PP (IN in) (NP (PRP$ her) (NNS socks))) (PP (IN on) (NP (DT a) (JJ wooden) (NN floor))))) (VP (VBN strewn) (PP (IN with) (NP (JJ pink) (NNS balloons)))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG celebrating) (PP (IN by) (NP (NN dancing))))) (. .)))	A young girl dancing in her socks on a wooden floor strewn with pink balloons.	The girl is celebrating by dancing.	neutral	neutral
1368	2282260240.jpg#0	2282260240.jpg#0r1c	( ( ( A ( young girl ) ) ( ( dancing ( in ( her socks ) ) ) ( on ( a ( wooden floor ) ) ) ) ) ( ( strewn ( with ( pink balloons ) ) ) . ) )	( ( The girl ) ( ( seems ( very ( sad ( about ( the ( blue balloons ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (VP (VBG dancing) (PP (IN in) (NP (PRP$ her) (NNS socks))) (PP (IN on) (NP (DT a) (JJ wooden) (NN floor))))) (VP (VBN strewn) (PP (IN with) (NP (JJ pink) (NNS balloons)))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ seems) (ADJP (RB very) (JJ sad) (PP (IN about) (NP (DT the) (JJ blue) (NNS balloons))))) (. .)))	A young girl dancing in her socks on a wooden floor strewn with pink balloons.	The girl seems very sad about the blue balloons.	contradiction	contradiction
1369	2282260240.jpg#1	2282260240.jpg#1r1c	( ( Child ( with ( ( pink strings ) ( on ( head dancing ) ) ) ) ) ( ( surrounded ( by ( ( confetti , ) balloons ) ) ) . ) )	( ( A child ) ( ( is ( roller skating ) ) . ) )	(ROOT (S (NP (NP (NN Child)) (PP (IN with) (NP (NP (JJ pink) (NNS strings)) (PP (IN on) (NP (NN head) (NN dancing)))))) (VP (VBN surrounded) (PP (IN by) (NP (NP (NNS confetti)) (, ,) (NP (NNS balloons))))) (. .)))	(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (NP (NN roller) (VBG skating))) (. .)))	Child with pink strings on head dancing surrounded by confetti, balloons.	A child is roller skating.	contradiction	contradiction
1370	2282260240.jpg#1	2282260240.jpg#1r1e	( ( Child ( with ( ( pink strings ) ( on ( head dancing ) ) ) ) ) ( ( surrounded ( by ( ( confetti , ) balloons ) ) ) . ) )	( ( A child ) ( ( is dancing ) . ) )	(ROOT (S (NP (NP (NN Child)) (PP (IN with) (NP (NP (JJ pink) (NNS strings)) (PP (IN on) (NP (NN head) (NN dancing)))))) (VP (VBN surrounded) (PP (IN by) (NP (NP (NNS confetti)) (, ,) (NP (NNS balloons))))) (. .)))	(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (VP (VBG dancing))) (. .)))	Child with pink strings on head dancing surrounded by confetti, balloons.	A child is dancing.	entailment	entailment	entailment	neutral	entailment	entailment
1371	2282260240.jpg#1	2282260240.jpg#1r1n	( ( Child ( with ( ( pink strings ) ( on ( head dancing ) ) ) ) ) ( ( surrounded ( by ( ( confetti , ) balloons ) ) ) . ) )	( ( A child ) ( ( is ( dancing ( at ( a party ) ) ) ) . ) )	(ROOT (S (NP (NP (NN Child)) (PP (IN with) (NP (NP (JJ pink) (NNS strings)) (PP (IN on) (NP (NN head) (NN dancing)))))) (VP (VBN surrounded) (PP (IN by) (NP (NP (NNS confetti)) (, ,) (NP (NNS balloons))))) (. .)))	(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (VP (VBG dancing) (PP (IN at) (NP (DT a) (NN party))))) (. .)))	Child with pink strings on head dancing surrounded by confetti, balloons.	A child is dancing at a party.	neutral	neutral
1372	3873835329.jpg#1	3873835329.jpg#1r1c	( ( A ( good-looking firefighter ) ) ( ( ( sets ( ( ( up `` ) ( Do ( Not Cross ) ) ) '' ) ) ( tape ( in ( the city ) ) ) ) . ) )	( ( A firefighter ) ( ( is sleeping ) . ) )	(ROOT (S (NP (DT A) (JJ good-looking) (NN firefighter)) (VP (VBZ sets) (PP (IN up) (`` ``) (NP (CD Do) (RB Not) (NNP Cross)) ('' '')) (NP (NP (NN tape)) (PP (IN in) (NP (DT the) (NN city))))) (. .)))	(ROOT (S (NP (DT A) (NN firefighter)) (VP (VBZ is) (VP (VBG sleeping))) (. .)))	A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter is sleeping.	contradiction	contradiction
1373	3873835329.jpg#1	3873835329.jpg#1r1n	( ( A ( good-looking firefighter ) ) ( ( ( sets ( ( ( up `` ) ( Do ( Not Cross ) ) ) '' ) ) ( tape ( in ( the city ) ) ) ) . ) )	( ( A firefighter ) ( sets ( ( up a ) ( ( do not ) cross ) ) ) )	(ROOT (S (NP (DT A) (JJ good-looking) (NN firefighter)) (VP (VBZ sets) (PP (IN up) (`` ``) (NP (CD Do) (RB Not) (NNP Cross)) ('' '')) (NP (NP (NN tape)) (PP (IN in) (NP (DT the) (NN city))))) (. .)))	(ROOT (S (NP (DT A) (NN firefighter)) (VP (VBZ sets) (SBAR (S (NP (IN up) (DT a)) (VP (VBP do) (RB not) (VP (VB cross))))))))	A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter sets up a do not cross	neutral	entailment	entailment	entailment	entailment
1374	3873835329.jpg#1	3873835329.jpg#1r1e	( ( A ( good-looking firefighter ) ) ( ( ( sets ( ( ( up `` ) ( Do ( Not Cross ) ) ) '' ) ) ( tape ( in ( the city ) ) ) ) . ) )	( ( A firefighter ) ( ( sets up ) ( tape ( in ( a city ) ) ) ) )	(ROOT (S (NP (DT A) (JJ good-looking) (NN firefighter)) (VP (VBZ sets) (PP (IN up) (`` ``) (NP (CD Do) (RB Not) (NNP Cross)) ('' '')) (NP (NP (NN tape)) (PP (IN in) (NP (DT the) (NN city))))) (. .)))	(ROOT (S (NP (DT A) (NN firefighter)) (VP (VBZ sets) (PRT (RP up)) (NP (NP (NN tape)) (PP (IN in) (NP (DT a) (NN city)))))))	A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter sets up tape in a city	entailment	entailment
1375	3873835329.jpg#0	3873835329.jpg#0r1e	( ( A fireman ) ( ( ( ( protects ( an area ) ) ( by ( ( setting up ) ( a boundary ) ) ) ) ( while ( others watch ) ) ) . ) )	( ( A fireman ) ( ( is ( ( working hard ) ( to ( keep ( people safe ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ protects) (NP (DT an) (NN area)) (PP (IN by) (S (VP (VBG setting) (PRT (RP up)) (NP (DT a) (NN boundary))))) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP watch))))) (. .)))	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ is) (VP (VBG working) (ADVP (RB hard)) (S (VP (TO to) (VP (VB keep) (S (NP (NNS people)) (ADJP (JJ safe)))))))) (. .)))	A fireman protects an area by setting up a boundary while others watch.	A fireman is working hard to keep people safe.	entailment	entailment
1376	3873835329.jpg#0	3873835329.jpg#0r1c	( ( A fireman ) ( ( ( ( protects ( an area ) ) ( by ( ( setting up ) ( a boundary ) ) ) ) ( while ( others watch ) ) ) . ) )	( ( A fireman ) ( ( is ( trying ( to ( ( run away ) ( from ( the fire ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ protects) (NP (DT an) (NN area)) (PP (IN by) (S (VP (VBG setting) (PRT (RP up)) (NP (DT a) (NN boundary))))) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP watch))))) (. .)))	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB run) (PRT (RP away)) (PP (IN from) (NP (DT the) (NN fire)))))))) (. .)))	A fireman protects an area by setting up a boundary while others watch.	A fireman is trying to run away from the fire.	contradiction	contradiction
1377	3873835329.jpg#0	3873835329.jpg#0r1n	( ( A fireman ) ( ( ( ( protects ( an area ) ) ( by ( ( setting up ) ( a boundary ) ) ) ) ( while ( others watch ) ) ) . ) )	( ( A fireman ) ( ( is ( trying ( to ( stop ( the brushfire ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ protects) (NP (DT an) (NN area)) (PP (IN by) (S (VP (VBG setting) (PRT (RP up)) (NP (DT a) (NN boundary))))) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP watch))))) (. .)))	(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB stop) (NP (DT the) (NN brushfire))))))) (. .)))	A fireman protects an area by setting up a boundary while others watch.	A fireman is trying to stop the brushfire.	neutral	neutral
1378	2282260240.jpg#4	2282260240.jpg#4r1c	( ( The ( blond girl ) ) ( ( is ( dancing ( inside ( a house ) ) ) ) . ) )	( ( The girl ) ( ( is ( sitting ( on ( ( a bench ) ( in ( a park ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (JJ blond) (NN girl)) (VP (VBZ is) (VP (VBG dancing) (PP (IN inside) (NP (DT a) (NN house))))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN bench)) (PP (IN in) (NP (DT a) (NN park))))))) (. .)))	The blond girl is dancing inside a house.	The girl is sitting on a bench in a park.	contradiction	contradiction
1379	2282260240.jpg#4	2282260240.jpg#4r1e	( ( The ( blond girl ) ) ( ( is ( dancing ( inside ( a house ) ) ) ) . ) )	( ( A person ) ( ( is indoors ) . ) )	(ROOT (S (NP (DT The) (JJ blond) (NN girl)) (VP (VBZ is) (VP (VBG dancing) (PP (IN inside) (NP (DT a) (NN house))))) (. .)))	(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (ADVP (RB indoors))) (. .)))	The blond girl is dancing inside a house.	A person is indoors.	entailment	entailment
1380	2282260240.jpg#4	2282260240.jpg#4r1n	( ( The ( blond girl ) ) ( ( is ( dancing ( inside ( a house ) ) ) ) . ) )	( ( The girl ) ( ( is twerking ) . ) )	(ROOT (S (NP (DT The) (JJ blond) (NN girl)) (VP (VBZ is) (VP (VBG dancing) (PP (IN inside) (NP (DT a) (NN house))))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG twerking))) (. .)))	The blond girl is dancing inside a house.	The girl is twerking.	neutral	neutral
1381	6526219567.jpg#0	6526219567.jpg#0r1c	( ( ( ( ( Two people ) ( standing ( in ( front ( of ( ( a ( large statue ) ) ( of ( a woman ) ) ) ) ) ) ) ) , ) ( ( other ( ( statues and ) busts ) ) ( visible ( in ( the background ) ) ) ) ) . )	( ( ( Two people ) ( ( waiting ( in ( line ( for food ) ) ) ) ( at ( a ( crowded restaurant ) ) ) ) ) . )	(ROOT (S (S (NP (CD Two) (NNS people)) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (JJ large) (NN statue)) (PP (IN of) (NP (DT a) (NN woman))))))))) (, ,) (S (NP (JJ other) (NNS statues) (CC and) (NNS busts)) (ADJP (JJ visible) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (NP (NP (CD Two) (NNS people)) (VP (VBG waiting) (PP (IN in) (NP (NP (NN line)) (PP (IN for) (NP (NN food))))) (PP (IN at) (NP (DT a) (JJ crowded) (NN restaurant)))) (. .)))	Two people standing in front of a large statue of a woman, other statues and busts visible in the background.	Two people waiting in line for food at a crowded restaurant.	contradiction	contradiction
1382	6526219567.jpg#0	6526219567.jpg#0r1n	( ( ( ( ( Two people ) ( standing ( in ( front ( of ( ( a ( large statue ) ) ( of ( a woman ) ) ) ) ) ) ) ) , ) ( ( other ( ( statues and ) busts ) ) ( visible ( in ( the background ) ) ) ) ) . )	( ( ( Two people ) ( ( posing ( for ( photos ( with ( an ( ancient statue ) ) ) ) ) ) outdoors ) ) . )	(ROOT (S (S (NP (CD Two) (NNS people)) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (JJ large) (NN statue)) (PP (IN of) (NP (DT a) (NN woman))))))))) (, ,) (S (NP (JJ other) (NNS statues) (CC and) (NNS busts)) (ADJP (JJ visible) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (NP (NP (CD Two) (NNS people)) (VP (VBG posing) (PP (IN for) (NP (NP (NNS photos)) (PP (IN with) (NP (DT an) (JJ ancient) (NN statue))))) (ADVP (RB outdoors))) (. .)))	Two people standing in front of a large statue of a woman, other statues and busts visible in the background.	Two people posing for photos with an ancient statue outdoors.	neutral	neutral
1383	6526219567.jpg#0	6526219567.jpg#0r1e	( ( ( ( ( Two people ) ( standing ( in ( front ( of ( ( a ( large statue ) ) ( of ( a woman ) ) ) ) ) ) ) ) , ) ( ( other ( ( statues and ) busts ) ) ( visible ( in ( the background ) ) ) ) ) . )	( ( ( Two people ) ( ( standing ( ( ( standing ( near ( a ( large statue ) ) ) ) , ) ( with ( other states ) ) ) ) nearby ) ) . )	(ROOT (S (S (NP (CD Two) (NNS people)) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (JJ large) (NN statue)) (PP (IN of) (NP (DT a) (NN woman))))))))) (, ,) (S (NP (JJ other) (NNS statues) (CC and) (NNS busts)) (ADJP (JJ visible) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (NP (NP (CD Two) (NNS people)) (VP (VBG standing) (S (VP (VBG standing) (PP (IN near) (NP (DT a) (JJ large) (NN statue))) (, ,) (PP (IN with) (NP (JJ other) (NNS states))))) (ADVP (RB nearby))) (. .)))	Two people standing in front of a large statue of a woman, other statues and busts visible in the background.	Two people standing standing near a large statue, with other states nearby.	entailment	entailment
1384	2897990634.jpg#2	2897990634.jpg#2r1c	( ( ( a man ) ( with ( a ( white covering ) ) ) ) ( ( is ( ( walking up ) ( ( a flight ) ( of stairs ) ) ) ) . ) )	( ( An ( old woman ) ) ( ( is ( ( falling down ) ( the stairs ) ) ) . ) )	(ROOT (S (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (JJ white) (NN covering)))) (VP (VBZ is) (VP (VBG walking) (PRT (RP up)) (NP (NP (DT a) (NN flight)) (PP (IN of) (NP (NNS stairs)))))) (. .)))	(ROOT (S (NP (DT An) (JJ old) (NN woman)) (VP (VBZ is) (VP (VBG falling) (PRT (RP down)) (NP (DT the) (NNS stairs)))) (. .)))	a man with a white covering is walking up a flight of stairs.	An old woman is falling down the stairs.	contradiction	contradiction
1385	2897990634.jpg#2	2897990634.jpg#2r1n	( ( ( a man ) ( with ( a ( white covering ) ) ) ) ( ( is ( ( walking up ) ( ( a flight ) ( of stairs ) ) ) ) . ) )	( ( A man ) ( ( is ( ( ( climbing ( the stairs ) ) ( to ( his apartment ) ) ) ( after ( ( a ( long day ) ) ( at work ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (JJ white) (NN covering)))) (VP (VBZ is) (VP (VBG walking) (PRT (RP up)) (NP (NP (DT a) (NN flight)) (PP (IN of) (NP (NNS stairs)))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG climbing) (NP (DT the) (NNS stairs)) (PP (TO to) (NP (PRP$ his) (NN apartment))) (PP (IN after) (NP (NP (DT a) (JJ long) (NN day)) (PP (IN at) (NP (NN work))))))) (. .)))	a man with a white covering is walking up a flight of stairs.	A man is climbing the stairs to his apartment after a long day at work.	neutral	neutral
1386	2897990634.jpg#2	2897990634.jpg#2r1e	( ( ( a man ) ( with ( a ( white covering ) ) ) ) ( ( is ( ( walking up ) ( ( a flight ) ( of stairs ) ) ) ) . ) )	( ( A human ) ( ( ( walks up ) ( some stairs ) ) . ) )	(ROOT (S (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (JJ white) (NN covering)))) (VP (VBZ is) (VP (VBG walking) (PRT (RP up)) (NP (NP (DT a) (NN flight)) (PP (IN of) (NP (NNS stairs)))))) (. .)))	(ROOT (S (NP (DT A) (NN human)) (VP (VBZ walks) (PRT (RP up)) (NP (DT some) (NNS stairs))) (. .)))	a man with a white covering is walking up a flight of stairs.	A human walks up some stairs.	entailment	entailment
1387	2773474615.jpg#4	2773474615.jpg#4r1e	( ( A family ) ( between ( a ( ( van and ) fence ) ) ) )	( ( ( A family ) ( by ( a van ) ) ) . )	(ROOT (NP (NP (DT A) (NN family)) (PP (IN between) (NP (DT a) (NN van) (CC and) (NN fence)))))	(ROOT (NP (NP (DT A) (NN family)) (PP (IN by) (NP (DT a) (NN van))) (. .)))	A family between a van and fence	A family by a van.	entailment	entailment
1388	2773474615.jpg#4	2773474615.jpg#4r1c	( ( A family ) ( between ( a ( ( van and ) fence ) ) ) )	( ( ( A family ) ( by ( a ( pickup truck ) ) ) ) . )	(ROOT (NP (NP (DT A) (NN family)) (PP (IN between) (NP (DT a) (NN van) (CC and) (NN fence)))))	(ROOT (NP (NP (DT A) (NN family)) (PP (IN by) (NP (DT a) (NN pickup) (NN truck))) (. .)))	A family between a van and fence	A family by a pickup truck.	contradiction	contradiction
1389	2773474615.jpg#4	2773474615.jpg#4r1n	( ( A family ) ( between ( a ( ( van and ) fence ) ) ) )	( ( ( A family ) ( by ( a ( moving van ) ) ) ) . )	(ROOT (NP (NP (DT A) (NN family)) (PP (IN between) (NP (DT a) (NN van) (CC and) (NN fence)))))	(ROOT (NP (NP (DT A) (NN family)) (PP (IN by) (NP (DT a) (VBG moving) (NN van))) (. .)))	A family between a van and fence	A family by a moving van.	neutral	neutral
1390	2773474615.jpg#2	2773474615.jpg#2r1n	( ( ( A woman ) ( ( talking ( to ( four ( little children ) ) ) ) outside ) ) . )	( ( The teacher ) ( ( is ( ( showing ( her students ) ) ( ( some items ) ( in ( the park ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG talking) (PP (TO to) (NP (CD four) (JJ little) (NNS children))) (ADVP (RB outside))) (. .)))	(ROOT (S (NP (DT The) (NN teacher)) (VP (VBZ is) (VP (VBG showing) (NP (PRP$ her) (NNS students)) (NP (NP (DT some) (NNS items)) (PP (IN in) (NP (DT the) (NN park)))))) (. .)))	A woman talking to four little children outside.	The teacher is showing her students some items in the park.	neutral	neutral
1391	2773474615.jpg#2	2773474615.jpg#2r1e	( ( ( A woman ) ( ( talking ( to ( four ( little children ) ) ) ) outside ) ) . )	( ( A ( female adult ) ) ( ( is ( near ( some kids ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG talking) (PP (TO to) (NP (CD four) (JJ little) (NNS children))) (ADVP (RB outside))) (. .)))	(ROOT (S (NP (DT A) (JJ female) (NN adult)) (VP (VBZ is) (PP (IN near) (NP (DT some) (NNS kids)))) (. .)))	A woman talking to four little children outside.	A female adult is near some kids.	entailment	entailment
1392	2773474615.jpg#2	2773474615.jpg#2r1c	( ( ( A woman ) ( ( talking ( to ( four ( little children ) ) ) ) outside ) ) . )	( ( A teacher ) ( ( is ( reading ( ( a book ) ( in class ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG talking) (PP (TO to) (NP (CD four) (JJ little) (NNS children))) (ADVP (RB outside))) (. .)))	(ROOT (S (NP (DT A) (NN teacher)) (VP (VBZ is) (VP (VBG reading) (NP (NP (DT a) (NN book)) (PP (IN in) (NP (NN class)))))) (. .)))	A woman talking to four little children outside.	A teacher is reading a book in class.	contradiction	contradiction
1393	2773474615.jpg#3	2773474615.jpg#3r1n	( ( ( A mother ) ( with ( her ( four children ) ) ) ) . )	( ( ( A woman ) ( posing ( for ( ( a picture ) ( with ( her children ) ) ) ) ) ) . )	(ROOT (NP (NP (DT A) (NN mother)) (PP (IN with) (NP (PRP$ her) (CD four) (NNS children))) (. .)))	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG posing) (PP (IN for) (NP (NP (DT a) (NN picture)) (PP (IN with) (NP (PRP$ her) (NNS children)))))) (. .)))	A mother with her four children.	A woman posing for a picture with her children.	neutral	neutral
1394	2773474615.jpg#3	2773474615.jpg#3r1c	( ( ( A mother ) ( with ( her ( four children ) ) ) ) . )	( ( ( A man ) ( with ( his pets ) ) ) . )	(ROOT (NP (NP (DT A) (NN mother)) (PP (IN with) (NP (PRP$ her) (CD four) (NNS children))) (. .)))	(ROOT (NP (NP (DT A) (NN man)) (PP (IN with) (NP (PRP$ his) (NNS pets))) (. .)))	A mother with her four children.	A man with his pets.	contradiction	contradiction
1395	2773474615.jpg#3	2773474615.jpg#3r1e	( ( ( A mother ) ( with ( her ( four children ) ) ) ) . )	( ( ( A woman ) ( with children ) ) . )	(ROOT (NP (NP (DT A) (NN mother)) (PP (IN with) (NP (PRP$ her) (CD four) (NNS children))) (. .)))	(ROOT (NP (NP (DT A) (NN woman)) (PP (IN with) (NP (NNS children))) (. .)))	A mother with her four children.	A woman with children.	entailment	entailment
1396	2773474615.jpg#0	2773474615.jpg#0r1c	( ( ( ( A woman ) and ) ( ( a ( few children ) ) ( in ( ( an alleyway ) ( in ( between ( ( ( a vehicle ) and ) ( a fence ) ) ) ) ) ) ) ) . )	( ( ( ( The woman ) and ) children ) ( ( are ( in ( their ( dining room ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN woman)) (CC and) (NP (NP (DT a) (JJ few) (NNS children)) (PP (IN in) (NP (NP (DT an) (NN alleyway)) (PP (IN in) (PP (IN between) (NP (NP (DT a) (NN vehicle)) (CC and) (NP (DT a) (NN fence)))))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN woman)) (CC and) (NP (NNS children))) (VP (VBP are) (PP (IN in) (NP (PRP$ their) (VBG dining) (NN room)))) (. .)))	A woman and a few children in an alleyway in between a vehicle and a fence.	The woman and children are in their dining room.	contradiction	contradiction
1397	2773474615.jpg#0	2773474615.jpg#0r1n	( ( ( ( A woman ) and ) ( ( a ( few children ) ) ( in ( ( an alleyway ) ( in ( between ( ( ( a vehicle ) and ) ( a fence ) ) ) ) ) ) ) ) . )	( ( The people ) ( ( are ( trapped ( between ( the ( ( vehicle and ) fence ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN woman)) (CC and) (NP (NP (DT a) (JJ few) (NNS children)) (PP (IN in) (NP (NP (DT an) (NN alleyway)) (PP (IN in) (PP (IN between) (NP (NP (DT a) (NN vehicle)) (CC and) (NP (DT a) (NN fence)))))))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBN trapped) (PP (IN between) (NP (DT the) (NN vehicle) (CC and) (NN fence))))) (. .)))	A woman and a few children in an alleyway in between a vehicle and a fence.	The people are trapped between the vehicle and fence.	neutral	neutral
1398	2773474615.jpg#0	2773474615.jpg#0r1e	( ( ( ( A woman ) and ) ( ( a ( few children ) ) ( in ( ( an alleyway ) ( in ( between ( ( ( a vehicle ) and ) ( a fence ) ) ) ) ) ) ) ) . )	( ( ( Several people ) ( in ( an alleyway ) ) ) . )	(ROOT (NP (NP (DT A) (NN woman)) (CC and) (NP (NP (DT a) (JJ few) (NNS children)) (PP (IN in) (NP (NP (DT an) (NN alleyway)) (PP (IN in) (PP (IN between) (NP (NP (DT a) (NN vehicle)) (CC and) (NP (DT a) (NN fence)))))))) (. .)))	(ROOT (NP (NP (JJ Several) (NNS people)) (PP (IN in) (NP (DT an) (NN alleyway))) (. .)))	A woman and a few children in an alleyway in between a vehicle and a fence.	Several people in an alleyway.	entailment	entailment
