gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
neutral	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( Cheerleaders ( ( are ( ( waiting ( for ( the game ) ) ) ( to begin ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (VP (VBG waiting) (PP (IN for) (NP (DT the) (NN game))) (S (VP (TO to) (VP (VB begin)))))) (. .)))	Cheerleaders are on the field cheering.	Cheerleaders are waiting for the game to begin.	1780384960.jpg#4	1780384960.jpg#4r3n	neutral				
contradiction	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( The ( football player ) ) ( ( ( killed ( the cheerleader ) ) ( with ( his ( bullet pass ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (DT The) (NN football) (NN player)) (VP (VBD killed) (NP (DT the) (NN cheerleader)) (PP (IN with) (NP (PRP$ his) (NN bullet) (NN pass)))) (. .)))	Cheerleaders are on the field cheering.	The football player killed the cheerleader with his bullet pass.	1780384960.jpg#4	1780384960.jpg#4r1c	contradiction				
neutral	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( ( The ( Dallas ( Cowboys ' ) ) ) cheerleaders ) ( ( are ( trying ( to ( pump-up ( the crowd ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (NP (DT The) (NNP Dallas) (NNPS Cowboys) (POS ')) (NNS cheerleaders)) (VP (VBP are) (VP (VBG trying) (S (VP (TO to) (VP (VB pump-up) (NP (DT the) (NN crowd))))))) (. .)))	Cheerleaders are on the field cheering.	The Dallas Cowboys' cheerleaders are trying to pump-up the crowd.	1780384960.jpg#4	1780384960.jpg#4r5n	neutral				
entailment	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( There ( ( ( are people ) outdoors ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NNS people)) (ADVP (RB outdoors))) (. .)))	Cheerleaders are on the field cheering.	There are people outdoors.	1780384960.jpg#4	1780384960.jpg#4r3e	entailment				
entailment	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( Cheerleaders ( ( cheer ( on ( ( a field ) ( for ( an activity ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (INTJ (UH Cheerleaders)) (VP (VB cheer) (PP (IN on) (NP (NP (DT a) (NN field)) (PP (IN for) (NP (DT an) (NN activity)))))) (. .)))	Cheerleaders are on the field cheering.	Cheerleaders cheer on a field for an activity.	1780384960.jpg#4	1780384960.jpg#4r1e	entailment				
entailment	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( People cheering ) . )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (NP (NP (NNS People)) (VP (VBG cheering)) (. .)))	Cheerleaders are on the field cheering.	People cheering.	1780384960.jpg#4	1780384960.jpg#4r2e	entailment				
contradiction	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( People ( ( sit ( on ( the ( snow-covered bench ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (NNS People)) (VP (VBP sit) (PP (IN on) (NP (DT the) (JJ snow-covered) (NN bench)))) (. .)))	Cheerleaders are on the field cheering.	People sit on the snow-covered bench.	1780384960.jpg#4	1780384960.jpg#4r3c	contradiction				
entailment	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( Cheerleaders cheering ) . )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (NP (NP (NNS Cheerleaders)) (VP (VBG cheering)) (. .)))	Cheerleaders are on the field cheering.	Cheerleaders cheering.	1780384960.jpg#4	1780384960.jpg#4r4e	entailment				
contradiction	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( Some ( football players ) ) ( ( are ( practicing ( a ( running play ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (NP (DT Some) (NN football) (NNS players)) (VP (VBP are) (VP (VBG practicing) (NP (DT a) (VBG running) (NN play)))) (. .)))	Cheerleaders are on the field cheering.	Some football players are practicing a running play.	1780384960.jpg#4	1780384960.jpg#4r5c	contradiction				
neutral	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( ( ( The ( cheerleaders cheer ) ) ( for ( the start ) ) ) ( of ( the ( big game ) ) ) ) . )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (NP (NP (DT The) (JJ cheerleaders) (NN cheer)) (PP (IN for) (NP (DT the) (NN start))) (PP (IN of) (NP (DT the) (JJ big) (NN game))) (. .)))	Cheerleaders are on the field cheering.	The cheerleaders cheer for the start of the big game.	1780384960.jpg#4	1780384960.jpg#4r1n	neutral				
neutral	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( Cheerleaders ( ( cheer ( for ( the ( football team ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (S (INTJ (UH Cheerleaders)) (VP (VB cheer) (PP (IN for) (NP (DT the) (NN football) (NN team)))) (. .)))	Cheerleaders are on the field cheering.	Cheerleaders cheer for the football team.	1780384960.jpg#4	1780384960.jpg#4r4n	neutral				
contradiction	( Cheerleaders ( ( are ( on ( ( the field ) cheering ) ) ) . ) )	( ( ( An ( old man ) ) ( wearing ( a diaper ) ) ) . )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (PP (IN on) (NP (NP (DT the) (NN field)) (VP (VBG cheering))))) (. .)))	(ROOT (NP (NP (DT An) (JJ old) (NN man)) (VP (VBG wearing) (NP (DT a) (NN diaper))) (. .)))	Cheerleaders are on the field cheering.	An old man wearing a diaper.	1780384960.jpg#4	1780384960.jpg#4r4c	contradiction				
contradiction	( ( ( A woman ) ( holding ( a boombox ) ) ) . )	( ( ( A man ) ( holding ( a boombox ) ) ) . )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	(ROOT (NP (NP (DT A) (NN man)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	A woman holding a boombox.	A man holding a boombox.	3853594376.jpg#4	3853594376.jpg#4r1c	contradiction				
neutral	( ( ( A woman ) ( holding ( a boombox ) ) ) . )	( ( ( A ( sad woman ) ) ( holding ( a boombox ) ) ) . )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	(ROOT (NP (NP (DT A) (JJ sad) (NN woman)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	A woman holding a boombox.	A sad woman holding a boombox.	3853594376.jpg#4	3853594376.jpg#4r1n	neutral				
entailment	( ( ( A woman ) ( holding ( a boombox ) ) ) . )	( ( ( A person ) ( holding ( a boombox ) ) ) . )	(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	(ROOT (NP (NP (DT A) (NN person)) (VP (VBG holding) (NP (DT a) (NN boombox))) (. .)))	A woman holding a boombox.	A person holding a boombox.	3853594376.jpg#4	3853594376.jpg#4r1e	entailment				
entailment	( ( ( A woman ) ( in ( ( ( a ( blue shirt ) ) and ) ( green hat ) ) ) ) ( ( ( looks up ) ( at ( the camera ) ) ) . ) )	( ( ( A woman ) ( wearing ( ( ( a ( blue shirt ) ) and ) ( green hat ) ) ) ) ( looks ( at ( the camera ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ green) (NN hat))))) (VP (VBZ looks) (PRT (RP up)) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ green) (NN hat))))) (VP (VBZ looks) (PP (IN at) (NP (DT the) (NN camera))))))	A woman in a blue shirt and green hat looks up at the camera.	A woman wearing a blue shirt and green hat looks at the camera	351765604.jpg#1	351765604.jpg#1r1e	entailment				
neutral	( ( ( A woman ) ( in ( ( ( a ( blue shirt ) ) and ) ( green hat ) ) ) ) ( ( ( looks up ) ( at ( the camera ) ) ) . ) )	( ( ( ( A woman ) ( wearing ( a ( blue shirt ) ) ) ) and ) ( ( green ( hat smiles ) ) ( at ( the camera ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ green) (NN hat))))) (VP (VBZ looks) (PRT (RP up)) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (UCP (S (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (JJ blue) (NN shirt)))) (CC and) (NP (NP (JJ green) (NN hat) (NNS smiles)) (PP (IN at) (NP (DT the) (NN camera))))))	A woman in a blue shirt and green hat looks up at the camera.	A woman wearing a blue shirt and green hat smiles at the camera	351765604.jpg#1	351765604.jpg#1r1n	neutral				
contradiction	( ( ( A woman ) ( in ( ( ( a ( blue shirt ) ) and ) ( green hat ) ) ) ) ( ( ( looks up ) ( at ( the camera ) ) ) . ) )	( ( ( A woman ) ( wearing ( ( ( a ( blue shirt ) ) and ) ( green hat ) ) ) ) ( is ( on ( her cellphone ) ) ) )	(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ green) (NN hat))))) (VP (VBZ looks) (PRT (RP up)) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ green) (NN hat))))) (VP (VBZ is) (PP (IN on) (NP (PRP$ her) (NN cellphone))))))	A woman in a blue shirt and green hat looks up at the camera.	A woman wearing a blue shirt and green hat is on her cellphone	351765604.jpg#1	351765604.jpg#1r1c	contradiction				
neutral	( Cheerleaders ( ( are ( ( doing ( a cheer ) ) ( at ( a ( football field ) ) ) ) ) . ) )	( ( The cheerleaders ) ( ( are ( wearing ( black ( and ( red uniforms ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (VP (VBG doing) (NP (DT a) (NN cheer)) (PP (IN at) (NP (DT a) (NN football) (NN field))))) (. .)))	(ROOT (S (NP (DT The) (NNS cheerleaders)) (VP (VBP are) (VP (VBG wearing) (NP (JJ black) (CC and) (JJ red) (NNS uniforms)))) (. .)))	Cheerleaders are doing a cheer at a football field.	The cheerleaders are wearing black and red uniforms.	1780384960.jpg#0	1780384960.jpg#0r1n	neutral				
entailment	( Cheerleaders ( ( are ( ( doing ( a cheer ) ) ( at ( a ( football field ) ) ) ) ) . ) )	( ( The cheerleaders ) ( ( are ( wearing clothes ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (VP (VBG doing) (NP (DT a) (NN cheer)) (PP (IN at) (NP (DT a) (NN football) (NN field))))) (. .)))	(ROOT (S (NP (DT The) (NNS cheerleaders)) (VP (VBP are) (VP (VBG wearing) (NP (NNS clothes)))) (. .)))	Cheerleaders are doing a cheer at a football field.	The cheerleaders are wearing clothes.	1780384960.jpg#0	1780384960.jpg#0r1e	entailment				
contradiction	( Cheerleaders ( ( are ( ( doing ( a cheer ) ) ( at ( a ( football field ) ) ) ) ) . ) )	( ( The cheerleaders ) ( ( are ( at ( the ( basketball arena ) ) ) ) . ) )	(ROOT (S (NP (NNS Cheerleaders)) (VP (VBP are) (VP (VBG doing) (NP (DT a) (NN cheer)) (PP (IN at) (NP (DT a) (NN football) (NN field))))) (. .)))	(ROOT (S (NP (DT The) (NNS cheerleaders)) (VP (VBP are) (PP (IN at) (NP (DT the) (NN basketball) (NN arena)))) (. .)))	Cheerleaders are doing a cheer at a football field.	The cheerleaders are at the basketball arena.	1780384960.jpg#0	1780384960.jpg#0r1c	contradiction				
entailment	( ( An ( ( excited ( , smiling ) ) woman ) ) ( ( ( stands ( at ( a ( red railing ) ) ) ) ( as ( she ( ( holds ( a boombox ) ) ( to ( one side ) ) ) ) ) ) . ) )	( A ( human ( standing . ) ) )	(ROOT (S (NP (DT An) (ADJP (JJ excited) (, ,) (JJ smiling)) (NN woman)) (VP (VBZ stands) (PP (IN at) (NP (DT a) (JJ red) (NN railing))) (SBAR (IN as) (S (NP (PRP she)) (VP (VBZ holds) (NP (DT a) (NN boombox)) (PP (TO to) (NP (CD one) (NN side))))))) (. .)))	(ROOT (NP (DT A) (JJ human) (NN standing) (. .)))	An excited, smiling woman stands at a red railing as she holds a boombox to one side.	A human standing.	3853594376.jpg#0	3853594376.jpg#0r1e	entailment	entailment	contradiction	entailment	
neutral	( ( An ( ( excited ( , smiling ) ) woman ) ) ( ( ( stands ( at ( a ( red railing ) ) ) ) ( as ( she ( ( holds ( a boombox ) ) ( to ( one side ) ) ) ) ) ) . ) )	( A ( tall ( human ( stanindg . ) ) ) )	(ROOT (S (NP (DT An) (ADJP (JJ excited) (, ,) (JJ smiling)) (NN woman)) (VP (VBZ stands) (PP (IN at) (NP (DT a) (JJ red) (NN railing))) (SBAR (IN as) (S (NP (PRP she)) (VP (VBZ holds) (NP (DT a) (NN boombox)) (PP (TO to) (NP (CD one) (NN side))))))) (. .)))	(ROOT (NP (DT A) (JJ tall) (JJ human) (NN stanindg) (. .)))	An excited, smiling woman stands at a red railing as she holds a boombox to one side.	A tall human stanindg.	3853594376.jpg#0	3853594376.jpg#0r1n	neutral				
contradiction	( ( An ( ( excited ( , smiling ) ) woman ) ) ( ( ( stands ( at ( a ( red railing ) ) ) ) ( as ( she ( ( holds ( a boombox ) ) ( to ( one side ) ) ) ) ) ) . ) )	( Nobody ( ( is standing ) . ) )	(ROOT (S (NP (DT An) (ADJP (JJ excited) (, ,) (JJ smiling)) (NN woman)) (VP (VBZ stands) (PP (IN at) (NP (DT a) (JJ red) (NN railing))) (SBAR (IN as) (S (NP (PRP she)) (VP (VBZ holds) (NP (DT a) (NN boombox)) (PP (TO to) (NP (CD one) (NN side))))))) (. .)))	(ROOT (S (NP (NN Nobody)) (VP (VBZ is) (VP (VBG standing))) (. .)))	An excited, smiling woman stands at a red railing as she holds a boombox to one side.	Nobody is standing.	3853594376.jpg#0	3853594376.jpg#0r1c	contradiction				
entailment	( ( A lady ) ( ( is ( kneeling ( wearing ( a ( blue shirt ) ) ) ) ) . ) )	( ( A lady ) ( ( is ( close ( to ( the floor ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG kneeling) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN shirt)))))) (. .)))	(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (ADJP (JJ close) (PP (TO to) (NP (DT the) (NN floor))))) (. .)))	A lady is kneeling wearing a blue shirt.	A lady is close to the floor.	351765604.jpg#4	351765604.jpg#4r1e	entailment				
neutral	( ( A lady ) ( ( is ( kneeling ( wearing ( a ( blue shirt ) ) ) ) ) . ) )	( ( A lady ) ( ( is ( kneeling ( before ( ( the priest ) ( at church ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG kneeling) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN shirt)))))) (. .)))	(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG kneeling) (PP (IN before) (NP (NP (DT the) (NN priest)) (PP (IN at) (NP (NN church))))))) (. .)))	A lady is kneeling wearing a blue shirt.	A lady is kneeling before the priest at church.	351765604.jpg#4	351765604.jpg#4r1n	neutral				
contradiction	( ( A lady ) ( ( is ( kneeling ( wearing ( a ( blue shirt ) ) ) ) ) . ) )	( ( The woman ) ( ( is ( doing ( ( jumping jacks ) outside ) ) ) . ) )	(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG kneeling) (S (VP (VBG wearing) (NP (DT a) (JJ blue) (NN shirt)))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG doing) (S (VP (VBG jumping) (NP (NNS jacks)) (ADVP (RB outside)))))) (. .)))	A lady is kneeling wearing a blue shirt.	The woman is doing jumping jacks outside.	351765604.jpg#4	351765604.jpg#4r1c	contradiction				
entailment	( ( ( ( The silhouette ) ( of ( ( three people ) ( in front ) ) ) ) ( of ( a wall ) ) ) . )	( ( The people ) ( ( are ( by ( the wall ) ) ) . ) )	(ROOT (NP (NP (DT The) (NN silhouette)) (PP (IN of) (NP (NP (CD three) (NNS people)) (PP (IN in) (NP (NN front))))) (PP (IN of) (NP (DT a) (NN wall))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (PP (IN by) (NP (DT the) (NN wall)))) (. .)))	The silhouette of three people in front of a wall.	The people are by the wall.	4448895750.jpg#3	4448895750.jpg#3r1e	entailment	contradiction	entailment	entailment	
contradiction	( ( ( ( The silhouette ) ( of ( ( three people ) ( in front ) ) ) ) ( of ( a wall ) ) ) . )	( ( The people ) ( ( are ( ( running down ) ( the ( country road ) ) ) ) . ) )	(ROOT (NP (NP (DT The) (NN silhouette)) (PP (IN of) (NP (NP (CD three) (NNS people)) (PP (IN in) (NP (NN front))))) (PP (IN of) (NP (DT a) (NN wall))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG running) (PRT (RP down)) (NP (DT the) (NN country) (NN road)))) (. .)))	The silhouette of three people in front of a wall.	The people are running down the country road.	4448895750.jpg#3	4448895750.jpg#3r1c	contradiction				
neutral	( ( ( ( The silhouette ) ( of ( ( three people ) ( in front ) ) ) ) ( of ( a wall ) ) ) . )	( ( The wall ) ( ( is painted ) . ) )	(ROOT (NP (NP (DT The) (NN silhouette)) (PP (IN of) (NP (NP (CD three) (NNS people)) (PP (IN in) (NP (NN front))))) (PP (IN of) (NP (DT a) (NN wall))) (. .)))	(ROOT (S (NP (DT The) (NN wall)) (VP (VBZ is) (VP (VBN painted))) (. .)))	The silhouette of three people in front of a wall.	The wall is painted.	4448895750.jpg#3	4448895750.jpg#3r1n	neutral				
neutral	( ( ( Two people ) ( wearing ( blue clothing ) ) ) ( ( are ( ( making ( hand gestures ) ) ( next ( to ( one another ) ) ) ) ) . ) )	( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( ( standing next ) ( to ( each other ) ) ) and ) ( communicating ( through ( sign language ) ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG wearing) (NP (JJ blue) (NN clothing)))) (VP (VBP are) (VP (VBG making) (NP (NN hand) (NNS gestures)) (ADVP (JJ next) (PP (TO to) (NP (CD one) (DT another)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (DT each) (JJ other)))) (CC and) (VP (VBG communicating) (PP (IN through) (NP (NN sign) (NN language)))))) (. .)))	Two people wearing blue clothing are making hand gestures next to one another.	A man and a woman are standing next to each other and communicating through sign language.	390902331.jpg#0	390902331.jpg#0r1n	neutral				
contradiction	( ( ( Two people ) ( wearing ( blue clothing ) ) ) ( ( are ( ( making ( hand gestures ) ) ( next ( to ( one another ) ) ) ) ) . ) )	( ( A man ) ( ( is ( ( sitting ( with ( his hands ) ) ) ( in ( his pockets ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG wearing) (NP (JJ blue) (NN clothing)))) (VP (VBP are) (VP (VBG making) (NP (NN hand) (NNS gestures)) (ADVP (JJ next) (PP (TO to) (NP (CD one) (DT another)))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN with) (NP (PRP$ his) (NNS hands))) (PP (IN in) (NP (PRP$ his) (NNS pockets))))) (. .)))	Two people wearing blue clothing are making hand gestures next to one another.	A man is sitting with his hands in his pockets.	390902331.jpg#0	390902331.jpg#0r1c	contradiction				
entailment	( ( ( Two people ) ( wearing ( blue clothing ) ) ) ( ( are ( ( making ( hand gestures ) ) ( next ( to ( one another ) ) ) ) ) . ) )	( ( Two people ) ( ( are ( next ( to ( each other ) ) ) ) . ) )	(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG wearing) (NP (JJ blue) (NN clothing)))) (VP (VBP are) (VP (VBG making) (NP (NN hand) (NNS gestures)) (ADVP (JJ next) (PP (TO to) (NP (CD one) (DT another)))))) (. .)))	(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (ADJP (JJ next) (PP (TO to) (NP (DT each) (JJ other))))) (. .)))	Two people wearing blue clothing are making hand gestures next to one another.	Two people are next to each other.	390902331.jpg#0	390902331.jpg#0r1e	entailment				
entailment	( A ( ( ( spotted ( ( ( black and ) white ) ( dog splashes ) ) ) ( in ( the water ) ) ) . ) )	( ( the dog ) ( is ( in ( the water ) ) ) )	(ROOT (S (NP (NNP A)) (VP (VBD spotted) (NP (ADJP (JJ black) (CC and) (JJ white)) (NN dog) (NNS splashes)) (PP (IN in) (NP (DT the) (NN water)))) (. .)))	(ROOT (S (NP (DT the) (NN dog)) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN water))))))	A spotted black and white dog splashes in the water.	the dog is in the water	3569667295.jpg#3	3569667295.jpg#3r1e	entailment				
neutral	( A ( ( ( spotted ( ( ( black and ) white ) ( dog splashes ) ) ) ( in ( the water ) ) ) . ) )	( ( the dog ) ( is ( swimming ( by itself ) ) ) )	(ROOT (S (NP (NNP A)) (VP (VBD spotted) (NP (ADJP (JJ black) (CC and) (JJ white)) (NN dog) (NNS splashes)) (PP (IN in) (NP (DT the) (NN water)))) (. .)))	(ROOT (S (NP (DT the) (NN dog)) (VP (VBZ is) (VP (VBG swimming) (PP (IN by) (NP (PRP itself)))))))	A spotted black and white dog splashes in the water.	the dog is swimming by itself	3569667295.jpg#3	3569667295.jpg#3r1n	neutral				
contradiction	( A ( ( ( spotted ( ( ( black and ) white ) ( dog splashes ) ) ) ( in ( the water ) ) ) . ) )	( ( the dog ) ( is ( ( eating out ) ( of ( ( his ( favorite bowl ) ) ( in ( the kitchen ) ) ) ) ) ) )	(ROOT (S (NP (NNP A)) (VP (VBD spotted) (NP (ADJP (JJ black) (CC and) (JJ white)) (NN dog) (NNS splashes)) (PP (IN in) (NP (DT the) (NN water)))) (. .)))	(ROOT (S (NP (DT the) (NN dog)) (VP (VBZ is) (VP (VBG eating) (PRT (RP out)) (PP (IN of) (NP (NP (PRP$ his) (JJ favorite) (NN bowl)) (PP (IN in) (NP (DT the) (NN kitchen)))))))))	A spotted black and white dog splashes in the water.	the dog is eating out of his favorite bowl in the kitchen	3569667295.jpg#3	3569667295.jpg#3r1c	contradiction				
entailment	( ( ( ( ( A ( large group ) ) , ) ( wearing ( pink shirts ) ) ) , ) ( ( waves ( to onlookers ) ) . ) )	( ( A crowd ) ( gesticulates . ) )	(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (, ,) (VP (VBG wearing) (NP (JJ pink) (NNS shirts))) (, ,)) (VP (VBD waves) (PP (TO to) (NP (NNS onlookers)))) (. .)))	(ROOT (S (NP (DT A) (NN crowd)) (VP (VBZ gesticulates)) (. .)))	A large group, wearing pink shirts, waves to onlookers.	A crowd gesticulates.	2102835360.jpg#1	2102835360.jpg#1r1e	entailment				
neutral	( ( ( ( ( A ( large group ) ) , ) ( wearing ( pink shirts ) ) ) , ) ( ( waves ( to onlookers ) ) . ) )	( They ( ( are ( raising money ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (, ,) (VP (VBG wearing) (NP (JJ pink) (NNS shirts))) (, ,)) (VP (VBD waves) (PP (TO to) (NP (NNS onlookers)))) (. .)))	(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG raising) (NP (NN money)))) (. .)))	A large group, wearing pink shirts, waves to onlookers.	They are raising money.	2102835360.jpg#1	2102835360.jpg#1r1n	neutral				
contradiction	( ( ( ( ( A ( large group ) ) , ) ( wearing ( pink shirts ) ) ) , ) ( ( waves ( to onlookers ) ) . ) )	( ( No one ) ( ( is ( watching them ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (, ,) (VP (VBG wearing) (NP (JJ pink) (NNS shirts))) (, ,)) (VP (VBD waves) (PP (TO to) (NP (NNS onlookers)))) (. .)))	(ROOT (S (NP (DT No) (NN one)) (VP (VBZ is) (VP (VBG watching) (NP (PRP them)))) (. .)))	A large group, wearing pink shirts, waves to onlookers.	No one is watching them.	2102835360.jpg#1	2102835360.jpg#1r1c	contradiction				
neutral	( ( A baby ) ( ( is ( playing ( with ( ( a strand ) ( of beads ) ) ) ) ) . ) )	( ( The beads ) ( ( are multi-colored ) . ) )	(ROOT (S (NP (DT A) (NN baby)) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (NN strand)) (PP (IN of) (NP (NNS beads))))))) (. .)))	(ROOT (S (NP (DT The) (NNS beads)) (VP (VBP are) (ADJP (JJ multi-colored))) (. .)))	A baby is playing with a strand of beads.	The beads are multi-colored.	2230620391.jpg#4	2230620391.jpg#4r1n	neutral				
contradiction	( ( A baby ) ( ( is ( playing ( with ( ( a strand ) ( of beads ) ) ) ) ) . ) )	( ( The baby ) ( ( is sleeping ) . ) )	(ROOT (S (NP (DT A) (NN baby)) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (NN strand)) (PP (IN of) (NP (NNS beads))))))) (. .)))	(ROOT (S (NP (DT The) (NN baby)) (VP (VBZ is) (VP (VBG sleeping))) (. .)))	A baby is playing with a strand of beads.	The baby is sleeping.	2230620391.jpg#4	2230620391.jpg#4r1c	contradiction				
